Address,Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
10/60 Hawthorn Gr,Hawthorn,1,u,499000.0,S,Kay,28/05/2016,4.6,3122.0,1.0,1.0,1.0,0.0,56.0,1960.0,Boroondara,-37.8158,145.0342,Southern Metropolitan,11308.0
3/32 Power St,Hawthorn,2,u,495000.0,S,Kay,28/05/2016,4.6,3122.0,2.0,1.0,1.0,0.0,85.0,1970.0,Boroondara,-37.8157,145.0273,Southern Metropolitan,11308.0
9 Power St,Hawthorn,5,h,3750000.0,PI,Marshall,28/05/2016,4.6,3122.0,5.0,3.0,2.0,827.0,344.0,1920.0,Boroondara,-37.8144,145.0279,Southern Metropolitan,11308.0
37 Brook St,Hawthorn,3,h,1400000.0,PI,Jellis,28/08/2016,4.6,3122.0,3.0,2.0,1.0,164.0,126.0,1890.0,Boroondara,-37.8159,145.0219,Southern Metropolitan,11308.0
109/311 Burwood Rd,Hawthorn,1,u,370000.0,PI,Wood,28/08/2016,4.6,3122.0,1.0,1.0,1.0,0.0,44.0,2014.0,Boroondara,-37.8222,145.0329,Southern Metropolitan,11308.0
13/44 Burwood Rd,Hawthorn,2,u,627500.0,S,Jellis,28/08/2016,4.6,3122.0,2.0,2.0,2.0,0.0,89.0,2000.0,Boroondara,-37.8213,145.0224,Southern Metropolitan,11308.0
216/6 Lisson Gr,Hawthorn,2,u,710000.0,S,Jellis,28/08/2016,4.6,3122.0,2.0,2.0,1.0,0.0,,,Boroondara,-37.8264,145.02700000000004,Southern Metropolitan,11308.0
318/6 Lisson Gr,Hawthorn,1,u,485000.0,S,Marshall,28/08/2016,4.6,3122.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8264,145.02700000000004,Southern Metropolitan,11308.0
301/25 Lynch St,Hawthorn,1,u,310000.0,VB,Jellis,28/08/2016,4.6,3122.0,1.0,1.0,1.0,0.0,,,Boroondara,-37.8216,145.0343,Southern Metropolitan,11308.0
17 Morang Rd,Hawthorn,3,h,3120000.0,S,Jellis,28/08/2016,4.6,3122.0,2.0,1.0,4.0,677.0,,,Boroondara,-37.8224,145.0243,Southern Metropolitan,11308.0
3/33 Elphin Gr,Hawthorn,2,u,450000.0,VB,Jellis,30/07/2016,4.6,3122.0,2.0,1.0,1.0,0.0,,1970.0,Boroondara,-37.8186,145.0423,Southern Metropolitan,11308.0
27 Falmouth St,Hawthorn,3,h,2160000.0,S,Noel,30/07/2016,4.6,3122.0,3.0,2.0,2.0,387.0,,1910.0,Boroondara,-37.82,145.0421,Southern Metropolitan,11308.0
97 Edwin St,Heidelberg Heights,2,h,815000.0,SP,Fletchers,3/09/2016,10.5,3081.0,2.0,1.0,2.0,589.0,120.0,1930.0,Banyule,-37.7501,145.0505,Eastern Metropolitan,2947.0
4 Collins St,Heidelberg Heights,3,h,720000.0,S,Barry,4/03/2017,10.5,3081.0,3.0,1.0,0.0,505.0,,,Banyule,-37.7375,145.0555,Eastern Metropolitan,2947.0
75 Haig St,Heidelberg Heights,4,h,1370000.0,S,Miles,4/03/2017,10.5,3081.0,4.0,2.0,4.0,481.0,,,Banyule,-37.746,145.0511,Eastern Metropolitan,2947.0
1/40 St Hellier St,Heidelberg Heights,2,h,757000.0,S,Jellis,4/03/2017,10.5,3081.0,2.0,2.0,2.0,275.0,,,Banyule,-37.7494,145.0538,Eastern Metropolitan,2947.0
2/96 Porter Rd,Heidelberg Heights,3,h,740600.0,S,Nelson,4/06/2016,10.5,3081.0,3.0,2.0,2.0,337.0,,,Banyule,-37.7375,145.0586,Eastern Metropolitan,2947.0
59 Southern Rd,Heidelberg Heights,3,h,580000.0,VB,Miles,4/06/2016,10.5,3081.0,2.0,1.0,1.0,577.0,,,Banyule,-37.7428,145.0532,Eastern Metropolitan,2947.0
16 Bamfield Rd,Heidelberg Heights,2,t,565000.0,S,Miles,6/08/2016,10.5,3081.0,2.0,2.0,1.0,201.0,107.0,2007.0,Banyule,-37.7426,145.0556,Eastern Metropolitan,2947.0
78 Edwin St,Heidelberg Heights,5,h,1587500.0,S,Miles,6/08/2016,10.5,3081.0,4.0,5.0,2.0,599.0,,2013.0,Banyule,-37.7521,145.0505,Eastern Metropolitan,2947.0
36 Southern Rd,Heidelberg Heights,4,h,758500.0,S,hockingstuart,10/09/2016,10.5,3081.0,2.0,2.0,3.0,510.0,,,Banyule,-37.7427,145.0547,Eastern Metropolitan,2947.0
2 Bonar St,Heidelberg Heights,3,h,994000.0,S,Love,10/12/2016,10.5,3081.0,3.0,2.0,2.0,807.0,192.0,1950.0,Banyule,-37.7453,145.0559,Eastern Metropolitan,2947.0
16 Eden St,Heidelberg Heights,3,h,725000.0,SP,Barry,10/12/2016,10.5,3081.0,3.0,2.0,1.0,665.0,,,Banyule,-37.7505,145.0477,Eastern Metropolitan,2947.0
7 Flinders St,Heidelberg Heights,2,h,725000.0,S,Haughton,10/12/2016,10.5,3081.0,2.0,1.0,3.0,577.0,,1955.0,Banyule,-37.7368,145.0524,Eastern Metropolitan,2947.0
4 Milton Ct,Heidelberg Heights,3,h,743000.0,S,Barry,10/12/2016,10.5,3081.0,3.0,1.0,0.0,673.0,,1950.0,Banyule,-37.7428,145.0494,Eastern Metropolitan,2947.0
14 Sackville St,Heidelberg Heights,3,h,785000.0,S,Barry,10/12/2016,10.5,3081.0,3.0,1.0,0.0,592.0,130.0,1950.0,Banyule,-37.7477,145.0481,Eastern Metropolitan,2947.0
1/62 Southern Rd,Heidelberg Heights,3,t,620000.0,VB,Miles,10/12/2016,10.5,3081.0,3.0,2.0,2.0,215.0,118.0,2005.0,Banyule,-37.7424,145.0519,Eastern Metropolitan,2947.0
542 Waterdale Rd,Heidelberg Heights,2,h,700000.0,VB,hockingstuart,10/12/2016,10.5,3081.0,3.0,2.0,1.0,608.0,,,Banyule,-37.7376,145.0488,Eastern Metropolitan,2947.0
6/34 Bonar St,Heidelberg Heights,3,t,706750.0,S,Nelson,11/02/2017,10.5,3081.0,3.0,2.0,2.0,250.0,125.0,2012.0,Banyule,-37.7449,145.0523,Eastern Metropolitan,2947.0
18 Shelley St,Heidelberg Heights,2,h,584000.0,S,Ray,12/06/2016,10.5,3081.0,2.0,1.0,1.0,428.0,84.0,1950.0,Banyule,-37.7418,145.0513,Eastern Metropolitan,2947.0
5 Burns Ct,Heidelberg Heights,3,h,909000.0,S,William,12/11/2016,10.5,3081.0,3.0,2.0,2.0,585.0,134.0,1960.0,Banyule,-37.7358,145.0546,Eastern Metropolitan,2947.0
15 Outhwaite Rd,Heidelberg Heights,4,h,1086000.0,S,Miles,12/11/2016,10.5,3081.0,4.0,2.0,2.0,724.0,161.0,1960.0,Banyule,-37.7404,145.0582,Eastern Metropolitan,2947.0
33 Shakespeare Gr,Heidelberg Heights,2,h,680000.0,S,Fletchers,12/11/2016,10.5,3081.0,2.0,1.0,1.0,605.0,78.0,1950.0,Banyule,-37.7365,145.0545,Eastern Metropolitan,2947.0
2/71 Southern Rd,Heidelberg Heights,2,u,440000.0,VB,Miles,12/11/2016,10.5,3081.0,2.0,1.0,2.0,281.0,,1970.0,Banyule,-37.7429,145.0519,Eastern Metropolitan,2947.0
19 Collins St,Heidelberg Heights,2,h,650000.0,S,Haughton,16/04/2016,10.5,3081.0,2.0,1.0,3.0,620.0,85.0,1950.0,Banyule,-37.7377,145.0541,Eastern Metropolitan,2947.0
8 Leonard St,Heidelberg Heights,5,h,890000.0,S,hockingstuart,16/04/2016,10.5,3081.0,5.0,2.0,2.0,596.0,172.0,1972.0,Banyule,-37.7487,145.0522,Eastern Metropolitan,2947.0
82 Southern Rd,Heidelberg Heights,3,h,650000.0,S,Miles,16/04/2016,10.5,3081.0,3.0,1.0,2.0,582.0,90.0,1955.0,Banyule,-37.7422,145.05,Eastern Metropolitan,2947.0
12 Burns Ct,Heidelberg Heights,3,h,659500.0,SP,Miles,17/09/2016,10.5,3081.0,3.0,1.0,1.0,608.0,,,Banyule,-37.7361,145.0551,Eastern Metropolitan,2947.0
68 Bamfield Rd,Heidelberg Heights,3,h,725000.0,S,Haughton,19/11/2016,10.5,3081.0,3.0,1.0,2.0,580.0,,,Banyule,-37.738,145.0563,Eastern Metropolitan,2947.0
2/35 Porter Rd,Heidelberg Heights,2,u,605000.0,S,Harcourts,19/11/2016,10.5,3081.0,2.0,1.0,1.0,166.0,87.0,2008.0,Banyule,-37.7416,145.0567,Eastern Metropolitan,2947.0
478 Waterdale Rd,Heidelberg Heights,8,h,770000.0,VB,Miles,19/11/2016,10.5,3081.0,8.0,4.0,4.0,638.0,115.0,1960.0,Banyule,-37.7426,145.048,Eastern Metropolitan,2947.0
498 Waterdale Rd,Heidelberg Heights,3,h,950000.0,S,Miles,19/11/2016,10.5,3081.0,3.0,1.0,2.0,800.0,118.0,1960.0,Banyule,-37.7406,145.0483,Eastern Metropolitan,2947.0
13 Altona St,Heidelberg Heights,4,h,856000.0,S,Miles,22/08/2016,10.5,3081.0,4.0,1.0,2.0,722.0,208.0,1975.0,Banyule,-37.7477,145.0565,Eastern Metropolitan,2947.0
3/17 Burns Ct,Heidelberg Heights,3,h,600000.0,VB,Fletchers,22/08/2016,10.5,3081.0,3.0,2.0,2.0,251.0,200.0,2012.0,Banyule,-37.7358,145.0559,Eastern Metropolitan,2947.0
1/97 Bamfield Rd,Heidelberg Heights,2,u,450000.0,SP,Miles,23/04/2016,10.5,3081.0,2.0,1.0,1.0,0.0,82.0,,Banyule,-37.7359,145.0563,Eastern Metropolitan,2947.0
39 McEwan Rd,Heidelberg Heights,2,h,1060000.0,S,Miles,25/02/2017,10.5,3081.0,2.0,1.0,0.0,837.0,,,Banyule,-37.7389,145.053,Eastern Metropolitan,2947.0
4 Sackville St,Heidelberg Heights,3,h,850000.0,S,Barry,25/02/2017,10.5,3081.0,3.0,1.0,1.0,590.0,,,Banyule,-37.7483,145.0479,Eastern Metropolitan,2947.0
92A Southern Rd,Heidelberg Heights,2,h,510000.0,SP,Barry,25/02/2017,10.5,3081.0,2.0,1.0,2.0,244.0,,,Banyule,-37.7421,145.0491,Eastern Metropolitan,2947.0
7 Thames St,Heidelberg Heights,3,h,1100000.0,SP,Miles,25/02/2017,10.5,3081.0,3.0,1.0,0.0,613.0,,1925.0,Banyule,-37.7532,145.0554,Eastern Metropolitan,2947.0
484 Waterdale Rd,Heidelberg Heights,3,h,915000.0,S,Miles,25/02/2017,10.5,3081.0,3.0,1.0,1.0,748.0,101.0,1950.0,Banyule,-37.7416,145.0481,Eastern Metropolitan,2947.0
2/601 Upper Heidelberg Rd,Heidelberg Heights,2,u,400000.0,PI,hockingstuart,26/07/2016,10.5,3081.0,2.0,1.0,1.0,127.0,83.0,1970.0,Banyule,-37.747,145.0575,Eastern Metropolitan,2947.0
522 Waterdale Rd,Heidelberg Heights,2,h,526000.0,S,Barry,27/06/2016,10.5,3081.0,2.0,1.0,1.0,310.0,,1994.0,Banyule,-37.7389,145.0486,Eastern Metropolitan,2947.0
23 Dougharty Rd,Heidelberg Heights,2,h,570000.0,S,Haughton,27/11/2016,10.5,3081.0,2.0,1.0,3.0,428.0,,,Banyule,-37.7355,145.0573,Eastern Metropolitan,2947.0
13 Glover St,Heidelberg Heights,3,h,550000.0,VB,Purplebricks,27/11/2016,10.5,3081.0,3.0,1.0,1.0,420.0,90.0,1960.0,Banyule,-37.7363,145.0506,Eastern Metropolitan,2947.0
3/47 Southern Rd,Heidelberg Heights,2,h,510000.0,SP,Fletchers,27/11/2016,10.5,3081.0,2.0,1.0,1.0,174.0,,,Banyule,-37.7433,145.0545,Eastern Metropolitan,2947.0
96 Lloyd St,Heidelberg Heights,2,h,590000.0,S,Miles,28/05/2016,10.5,3081.0,2.0,1.0,2.0,586.0,80.0,1955.0,Banyule,-37.7435,145.0486,Eastern Metropolitan,2947.0
146 Porter Rd,Heidelberg Heights,2,h,920000.0,S,Barry,28/05/2016,10.5,3081.0,2.0,1.0,3.0,932.0,97.0,1950.0,Banyule,-37.7333,145.0588,Eastern Metropolitan,2947.0
26 Southern Rd,Heidelberg Heights,2,h,460000.0,VB,Nelson,28/05/2016,10.5,3081.0,2.0,1.0,2.0,508.0,79.0,1955.0,Banyule,-37.7428,145.0557,Eastern Metropolitan,2947.0
50 Swanston St,Heidelberg Heights,3,h,662500.0,S,Coventry,28/05/2016,10.5,3081.0,3.0,1.0,4.0,552.0,,,Banyule,-37.7379,145.0514,Eastern Metropolitan,2947.0
11 Sackville St,Heidelberg Heights,4,h,1000500.0,S,Miles,30/07/2016,10.5,3081.0,4.0,2.0,1.0,592.0,191.0,1950.0,Banyule,-37.7478,145.0477,Eastern Metropolitan,2947.0
470 Waterdale Rd,Heidelberg Heights,3,h,631000.0,S,Barry,30/07/2016,10.5,3081.0,3.0,1.0,1.0,596.0,99.0,1960.0,Banyule,-37.7432,145.0479,Eastern Metropolitan,2947.0
3a Katoomba Ct,Heidelberg West,5,h,765000.0,S,Nelson,3/09/2016,9.4,3081.0,3.0,2.0,2.0,415.0,,,Banyule,-37.7354,145.0381,Eastern Metropolitan,2674.0
23 Redwood St,Heidelberg West,3,h,691000.0,S,Haughton,3/09/2016,9.4,3081.0,2.0,1.0,2.0,624.0,86.0,1965.0,Banyule,-37.7456,145.0397,Eastern Metropolitan,2674.0
73 Pacific Dr,Heidelberg West,3,h,560000.0,SP,William,3/12/2016,9.4,3081.0,3.0,1.0,1.0,523.0,87.0,1960.0,Banyule,-37.7369,145.0376,Eastern Metropolitan,2674.0
11 Wewak Pde,Heidelberg West,2,h,735000.0,SP,Miles,3/12/2016,9.4,3081.0,2.0,1.0,3.0,602.0,,,Banyule,-37.7455,145.0452,Eastern Metropolitan,2674.0
1 Goodenough Ct,Heidelberg West,3,h,830000.0,S,Barry,4/03/2017,9.4,3081.0,3.0,2.0,0.0,643.0,,,Banyule,-37.737,145.0364,Eastern Metropolitan,2674.0
62 Ramu Pde,Heidelberg West,3,h,330000.0,S,Barry,4/06/2016,9.4,3081.0,3.0,1.0,1.0,468.0,,,Banyule,-37.7357,145.0413,Eastern Metropolitan,2674.0
335 Liberty Pde,Heidelberg West,1,h,405000.0,S,Nelson,6/08/2016,9.4,3081.0,1.0,1.0,2.0,374.0,,,Banyule,-37.7359,145.03799999999995,Eastern Metropolitan,2674.0
2/287 Liberty Pde,Heidelberg West,2,t,370000.0,VB,Miles,7/05/2016,9.4,3081.0,2.0,1.0,1.0,100.0,90.0,2013.0,Banyule,-37.7383,145.036,Eastern Metropolitan,2674.0
59 Alamein Rd,Heidelberg West,3,h,532000.0,S,Miles,7/11/2016,9.4,3081.0,3.0,1.0,1.0,390.0,86.0,1955.0,Banyule,-37.7369,145.0422,Eastern Metropolitan,2674.0
15 Derna St,Heidelberg West,3,h,740000.0,S,Barry,7/11/2016,9.4,3081.0,3.0,2.0,1.0,627.0,,1960.0,Banyule,-37.747,145.0402,Eastern Metropolitan,2674.0
8 Blackwood Pde,Heidelberg West,2,h,686000.0,S,Nelson,8/10/2016,9.4,3081.0,2.0,1.0,2.0,650.0,,,Banyule,-37.7446,145.0404,Eastern Metropolitan,2674.0
253 Liberty Pde,Heidelberg West,2,h,501500.0,S,Nelson,8/10/2016,9.4,3081.0,2.0,1.0,2.0,538.0,,,Banyule,-37.7405,145.0365,Eastern Metropolitan,2674.0
365 Liberty Pde,Heidelberg West,3,h,525500.0,S,Nelson,8/10/2016,9.4,3081.0,3.0,1.0,1.0,605.0,,,Banyule,-37.7344,145.0404,Eastern Metropolitan,2674.0
6 Midway St,Heidelberg West,3,h,525000.0,S,Miles,10/12/2016,9.4,3081.0,3.0,1.0,2.0,192.0,,1970.0,Banyule,-37.7409,145.0398,Eastern Metropolitan,2674.0
21 Pacific Dr,Heidelberg West,3,h,710000.0,S,William,10/12/2016,9.4,3081.0,3.0,1.0,1.0,594.0,107.0,,Banyule,-37.7385,145.0409,Eastern Metropolitan,2674.0
250 Oriel Rd,Heidelberg West,3,h,808000.0,S,Barry,11/02/2017,9.4,3081.0,3.0,1.0,0.0,649.0,,,Banyule,-37.7386,145.0441,Eastern Metropolitan,2674.0
290 Oriel Rd,Heidelberg West,3,h,652000.0,S,Barry,11/02/2017,9.4,3081.0,3.0,1.0,0.0,589.0,,,Banyule,-37.7356,145.0448,Eastern Metropolitan,2674.0
35 Carbeena Pde,Heidelberg West,2,h,515500.0,S,Barry,12/11/2016,9.4,3081.0,2.0,1.0,1.0,331.0,111.0,1960.0,Banyule,-37.7441,145.0379,Eastern Metropolitan,2674.0
186 Oriel Rd,Heidelberg West,3,h,800000.0,S,Haughton,12/11/2016,9.4,3081.0,3.0,1.0,3.0,633.0,88.0,1950.0,Banyule,-37.746,145.0422,Eastern Metropolitan,2674.0
12 Corvette St,Heidelberg West,2,h,450000.0,S,Haughton,14/05/2016,9.4,3081.0,2.0,1.0,2.0,418.0,,1960.0,Banyule,-37.7392,145.0425,Eastern Metropolitan,2674.0
5 Pacific Dr,Heidelberg West,3,h,605000.0,PI,Haughton,14/05/2016,9.4,3081.0,1.0,2.0,4.0,0.0,,,Banyule,-37.7391,145.0427,Eastern Metropolitan,2674.0
23 Catalina St,Heidelberg West,2,h,620000.0,PI,Ray,16/04/2016,9.4,3081.0,2.0,1.0,2.0,668.0,88.0,1950.0,Banyule,-37.7389,145.0393,Eastern Metropolitan,2674.0
2 Pandanus Ct,Heidelberg West,2,h,497500.0,SP,Miles,16/04/2016,9.4,3081.0,2.0,1.0,2.0,708.0,,,Banyule,-37.7443,145.0454,Eastern Metropolitan,2674.0
15/459 Waterdale Rd,Heidelberg West,2,u,360000.0,SP,Miles,16/04/2016,9.4,3081.0,2.0,1.0,1.0,89.0,85.0,1970.0,Banyule,-37.7444,145.047,Eastern Metropolitan,2674.0
163 Dougharty Rd,Heidelberg West,2,h,440500.0,S,hockingstuart,16/07/2016,9.4,3081.0,2.0,1.0,1.0,368.0,81.0,1955.0,Banyule,-37.7341,145.0434,Eastern Metropolitan,2674.0
29 Morotai Pde,Heidelberg West,4,h,758000.0,S,Miles,17/09/2016,9.4,3081.0,4.0,1.0,1.0,632.0,152.0,1955.0,Banyule,-37.7466,145.0428,Eastern Metropolitan,2674.0
138 Outhwaite Rd,Heidelberg West,3,h,690500.0,S,Ray,17/09/2016,9.4,3081.0,3.0,1.0,2.0,605.0,,,Banyule,-37.7386,145.0447,Eastern Metropolitan,2674.0
19 Derna St,Heidelberg West,2,h,752000.0,S,Barry,18/03/2017,9.4,3081.0,2.0,1.0,0.0,627.0,,,Banyule,-37.7469,145.0399,Eastern Metropolitan,2674.0
6 Pandanus Ct,Heidelberg West,2,h,777000.0,S,Barry,18/03/2017,9.4,3081.0,2.0,1.0,0.0,649.0,,,Banyule,-37.7443,145.0452,Eastern Metropolitan,2674.0
109 Ramu Pde,Heidelberg West,2,h,680000.0,PI,C21,18/03/2017,9.4,3081.0,2.0,1.0,1.0,591.0,,,Banyule,-37.7385,145.0387,Eastern Metropolitan,2674.0
523 Waterdale Rd,Heidelberg West,3,h,480000.0,PI,Ray,18/06/2016,9.4,3081.0,3.0,1.0,1.0,338.0,13.0,1980.0,Banyule,-37.739,145.0481,Eastern Metropolitan,2674.0
5 Barce Pl,Heidelberg West,4,h,715000.0,S,Barry,19/11/2016,9.4,3081.0,4.0,2.0,2.0,521.0,196.0,1990.0,Banyule,-37.738,145.0374,Eastern Metropolitan,2674.0
23 Morotai Pde,Heidelberg West,2,h,520000.0,VB,Nelson,22/05/2016,9.4,3081.0,2.0,1.0,2.0,594.0,,,Banyule,-37.7471,145.0427,Eastern Metropolitan,2674.0
5 Mulberry Pde,Heidelberg West,3,h,646250.0,S,Ray,22/05/2016,9.4,3081.0,3.0,1.0,2.0,616.0,18.0,1965.0,Banyule,-37.747,145.0389,Eastern Metropolitan,2674.0
16 Achilles St,Heidelberg West,3,h,1375000.0,PI,Ray,23/04/2016,9.4,3081.0,3.0,1.0,1.0,368.0,106.0,1960.0,Banyule,-37.7344,145.04399999999995,Eastern Metropolitan,2674.0
111 Ramu Pde,Heidelberg West,3,h,722000.0,S,Miles,25/02/2017,9.4,3081.0,3.0,1.0,2.0,593.0,99.0,1950.0,Banyule,-37.7386,145.0387,Eastern Metropolitan,2674.0
187 Southern Rd,Heidelberg West,2,h,715000.0,S,Haughton,25/02/2017,9.4,3081.0,2.0,1.0,3.0,609.0,,,Banyule,-37.7415,145.0391,Eastern Metropolitan,2674.0
22 Redwood St,Heidelberg West,1,h,636000.0,S,Barry,26/07/2016,9.4,3081.0,1.0,1.0,1.0,588.0,,,Banyule,-37.7454,145.0397,Eastern Metropolitan,2674.0
116 Southern Rd,Heidelberg West,2,h,590000.0,S,Nelson,27/06/2016,9.4,3081.0,2.0,1.0,2.0,586.0,,,Banyule,-37.7418,145.0464,Eastern Metropolitan,2674.0
17 Blackwood Pde,Heidelberg West,4,h,820000.0,S,Fletchers,27/11/2016,9.4,3081.0,4.0,2.0,2.0,608.0,,,Banyule,-37.7437,145.0402,Eastern Metropolitan,2674.0
22 Kokoda St,Heidelberg West,2,h,725000.0,S,Haughton,27/11/2016,9.4,3081.0,2.0,1.0,3.0,632.0,77.0,1960.0,Banyule,-37.7443,145.0462,Eastern Metropolitan,2674.0
296 Oriel Rd,Heidelberg West,2,h,705000.0,S,Miles,27/11/2016,9.4,3081.0,2.0,1.0,1.0,583.0,,,Banyule,-37.7352,145.0449,Eastern Metropolitan,2674.0
190 Southern Rd,Heidelberg West,3,h,710000.0,S,Haughton,27/11/2016,9.4,3081.0,3.0,2.0,4.0,1.0,,,Banyule,-37.7411,145.0394,Eastern Metropolitan,2674.0
18 Achilles St,Heidelberg West,2,h,415000.0,SP,Ray,28/05/2016,9.4,3081.0,2.0,1.0,1.0,422.0,,,Banyule,-37.7343,145.04399999999995,Eastern Metropolitan,2674.0
37 Alamein Rd,Heidelberg West,3,h,392000.0,S,Barry,28/05/2016,9.4,3081.0,3.0,1.0,2.0,372.0,,,Banyule,-37.7383,145.0414,Eastern Metropolitan,2674.0
9 Ambon Ct,Heidelberg West,3,h,961000.0,S,Nelson,28/05/2016,9.4,3081.0,3.0,1.0,2.0,1179.0,,,Banyule,-37.7411,145.0468,Eastern Metropolitan,2674.0
257 Liberty Pde,Heidelberg West,3,h,507000.0,PI,Nelson,28/05/2016,9.4,3081.0,3.0,1.0,1.0,536.0,,,Banyule,-37.7403,145.0365,Eastern Metropolitan,2674.0
262 Liberty Pde,Heidelberg West,3,h,465000.0,S,Ray,28/08/2016,9.4,3081.0,2.0,1.0,1.0,413.0,85.0,1960.0,Banyule,-37.7399,145.0369,Eastern Metropolitan,2674.0
131 Outhwaite Rd,Heidelberg West,3,h,675000.0,SP,Ray,28/08/2016,9.4,3081.0,3.0,1.0,2.0,665.0,,,Banyule,-37.739,145.0451,Eastern Metropolitan,2674.0
18 Paget St,Hughesdale,2,h,1550000.0,S,Woodards,3/09/2016,13.0,3166.0,2.0,1.0,1.0,732.0,97.0,1950.0,Monash,-37.8931,145.0791,Southern Metropolitan,3145.0
1/13 Swindon Rd,Hughesdale,2,u,516000.0,S,Ray,3/09/2016,13.0,3166.0,2.0,1.0,1.0,0.0,76.0,1970.0,Monash,-37.8967,145.0858,Southern Metropolitan,3145.0
20 Dalston Rd,Hughesdale,3,h,1340000.0,S,Ray,3/12/2016,13.0,3166.0,3.0,1.0,1.0,705.0,128.0,1920.0,Monash,-37.8994,145.0816,Southern Metropolitan,3145.0
13/30 Maroo St,Hughesdale,3,u,855000.0,S,Ray,4/03/2017,13.0,3166.0,3.0,1.0,2.0,0.0,,,Monash,-37.8909,145.0807,Southern Metropolitan,3145.0
30 Kinrade St,Hughesdale,3,h,1316000.0,S,Ray,6/08/2016,13.0,3166.0,2.0,1.0,2.0,715.0,126.0,1949.0,Monash,-37.9072,145.0762,Southern Metropolitan,3145.0
2/19 Swindon Rd,Hughesdale,3,t,828000.0,S,Ray,7/05/2016,13.0,3166.0,3.0,2.0,1.0,206.0,118.0,2002.0,Monash,-37.8966,145.0863,Southern Metropolitan,3145.0
19 Canterbury St,Hughesdale,3,h,1055000.0,S,Woodards,8/10/2016,13.0,3166.0,3.0,1.0,1.0,562.0,97.0,1930.0,Monash,-37.9022,145.0811,Southern Metropolitan,3145.0
4/89 Kangaroo Rd,Hughesdale,2,u,623000.0,S,Ray,10/09/2016,13.0,3166.0,2.0,1.0,1.0,101.0,90.0,1970.0,Monash,-37.8988,145.0781,Southern Metropolitan,3145.0
3 Paget St,Hughesdale,4,h,2120000.0,S,Woodards,10/09/2016,13.0,3166.0,4.0,2.0,2.0,847.0,315.0,1925.0,Monash,-37.8927,145.0781,Southern Metropolitan,3145.0
8 Bowmore St,Hughesdale,4,h,1745000.0,S,Woodards,10/12/2016,13.0,3166.0,4.0,2.0,1.0,547.0,185.0,1925.0,Monash,-37.9002,145.0768,Southern Metropolitan,3145.0
14 Bowmore St,Hughesdale,4,h,1700000.0,S,Ray,12/11/2016,13.0,3166.0,4.0,2.0,2.0,545.0,180.0,1940.0,Monash,-37.9002,145.0773,Southern Metropolitan,3145.0
105/175 Kangaroo Rd,Hughesdale,2,u,420000.0,VB,Woodards,12/11/2016,13.0,3166.0,2.0,1.0,1.0,0.0,70.0,2010.0,Monash,-37.9008,145.0859,Southern Metropolitan,3145.0
6/2 Paddington Rd,Hughesdale,2,u,375500.0,S,Gary,12/11/2016,13.0,3166.0,2.0,1.0,1.0,0.0,,1970.0,Monash,-37.8934,145.0853,Southern Metropolitan,3145.0
8 Skipton Rd,Hughesdale,3,h,1350000.0,S,Buxton,12/11/2016,13.0,3166.0,3.0,1.0,2.0,698.0,,,Monash,-37.8982,145.0806,Southern Metropolitan,3145.0
159 Warrigal Rd,Hughesdale,4,h,900000.0,S,Ray,13/08/2016,13.0,3166.0,1.0,1.0,1.0,369.0,,,Monash,-37.9054,145.0857,Southern Metropolitan,3145.0
20 Bowmore St,Hughesdale,2,h,1262000.0,S,Woodards,15/10/2016,13.0,3166.0,2.0,1.0,1.0,546.0,,,Monash,-37.9003,145.0777,Southern Metropolitan,3145.0
22 Skipton Rd,Hughesdale,4,h,1337000.0,S,Ray,15/10/2016,13.0,3166.0,4.0,1.0,2.0,696.0,100.0,1930.0,Monash,-37.8991,145.0804,Southern Metropolitan,3145.0
3/14 Rugby Rd,Hughesdale,2,u,455000.0,S,Fletchers,16/04/2016,13.0,3166.0,2.0,1.0,2.0,0.0,60.0,1960.0,Monash,-37.8942,145.0867,Southern Metropolitan,3145.0
5/7 Warrigal Rd,Hughesdale,2,u,400000.0,PI,Ray,17/09/2016,13.0,3166.0,2.0,1.0,1.0,100.0,88.0,1975.0,Monash,-37.8945,145.0876,Southern Metropolitan,3145.0
2/3 Bowen St,Hughesdale,2,u,648000.0,S,Ray,18/06/2016,13.0,3166.0,2.0,1.0,1.0,0.0,,,Monash,-37.9014,145.0824,Southern Metropolitan,3145.0
37 Darling St,Hughesdale,3,h,1210000.0,S,Ray,22/08/2016,13.0,3166.0,3.0,1.0,2.0,730.0,122.0,1940.0,Monash,-37.9034,145.0796,Southern Metropolitan,3145.0
3 Dalston Rd,Hughesdale,4,h,1167500.0,S,Buxton,26/07/2016,13.0,3166.0,3.0,2.0,1.0,678.0,184.0,1950.0,Monash,-37.898,145.0815,Southern Metropolitan,3145.0
1/3 Euston Rd,Hughesdale,3,t,900000.0,S,Buxton,26/07/2016,13.0,3166.0,3.0,2.0,1.0,360.0,154.0,1975.0,Monash,-37.8937,145.0779,Southern Metropolitan,3145.0
